id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
199189,Rental unit in Munich · ★4.79 · 1 bedroom · 1 shared bath,972712,Michael,,Bogenhausen,48.16025,11.64836,Private room,40,1,52,2022-11-06,0.37,4,176,12,
199256,Serviced apartment in Munich · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,972992,Heide,,Maxvorstadt,48.15017,11.56221,Private room,62,3,312,2023-09-20,2.33,1,193,43,
199797,Rental unit in Munich · ★4.74 · 1 bedroom · 2 beds · 1 bath,976495,Brigitte,,Schwabing-Freimann,48.16618,11.58973,Entire home/apt,135,3,51,2023-09-01,0.35,1,247,6,
199828,Rental unit in Munich · 1 bedroom · 1 bath,976581,Gisela,,Maxvorstadt,48.15115,11.57403,Entire home/apt,80,30,2,2023-07-31,0.32,2,55,2,
199840,Villa in Munich · ★4.82 · 1 bedroom · 2 beds · 1 private bath,976629,Roswitha,,Tudering-Riem,48.11712,11.67722,Private room,109,1,50,2023-09-07,0.36,1,340,3,
199843,Rental unit in Munich · 2 bedrooms · 2 beds · 2 baths,976581,Gisela,,Maxvorstadt,48.15054,11.57591,Entire home/apt,140,92,0,,,2,266,0,
199850,Rental unit in Munich · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,971759,Anna C,,Berg am Laim,48.11864,11.64054,Private room,118,2,32,2022-10-27,0.22,2,35,2,
200782,Rental unit in Munich · ★4.42 · 1 bedroom · 1 bed · 1 shared bath,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12541,11.55147,Private room,200,12,21,2023-01-05,0.14,7,269,3,
200785,Rental unit in Munich · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12598,11.55346,Private room,200,5,20,2022-08-04,0.14,7,269,0,
200791,Rental unit in Munich · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12407,11.55299,Private room,200,1,24,2023-03-08,0.16,7,267,4,
200795,Rental unit in Munich · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.124,11.55192,Private room,200,3,16,2023-04-07,0.12,7,179,5,
201628,Rental unit in Munich · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,986859,Christa,,Hadern,48.12583,11.48152,Private room,67,1,215,2023-09-14,1.47,1,334,25,
201694,Rental unit in Munich · ★4.93 · 1 bedroom · 1 bed · 1 bath,987114,Christine,,Ramersdorf-Perlach,48.11322,11.62443,Entire home/apt,131,1,30,2023-09-20,1.96,1,98,20,
202055,Rental unit in Munich · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,988620,Melita,,Neuhausen-Nymphenburg,48.15883,11.54617,Private room,56,3,247,2023-09-04,1.71,2,147,13,
202077,Rental unit in Munich · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,988620,Melita,,Neuhausen-Nymphenburg,48.15865,11.54134,Private room,56,3,91,2023-09-04,0.62,2,166,11,
202489,Rental unit in Munich · ★4.50 · Studio · 2 beds · 1 bath,991735,Anja,,Untergiesing-Harlaching,48.1074104309082,11.572239875793457,Entire home/apt,180,2,26,2022-10-02,0.19,3,4,2,
205381,Rental unit in Munich · ★4.66 · 3 bedrooms · 4 beds · 1 bath,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,449,1,557,2023-09-19,3.97,10,159,90,
205393,Rental unit in Munich · ★4.66 · 1 bedroom · 1 bed · 1 bath,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,112,1,490,2023-09-18,3.59,10,208,70,
205401,Rental unit in Munich · ★4.62 · 1 bedroom · 2 beds · 1 bath,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,229,1,723,2023-09-20,5.16,10,196,104,
205415,Rental unit in Munich · ★4.49 · 2 bedrooms · 4 beds · 1 bath,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,323,1,659,2023-09-22,4.83,10,142,87,
205431,Rental unit in Munich · ★4.52 · 2 bedrooms · 3 beds · 1 bath,1009438,Alex,,Schwanthalerhöhe,48.13661,11.53075,Entire home/apt,339,1,790,2023-09-18,5.51,10,135,101,
206288,Condo in Munich · ★4.87 · Studio · 2 beds · 1 bath,1014517,Emmanuel,,Obergiesing,48.11008,11.59345,Entire home/apt,293,10,95,2023-09-03,0.69,1,138,38,
210348,Condo in Munich · ★4.51 · 1 bedroom · 1 bed · 1.5 baths,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12401,11.56119,Private room,120,2,77,2023-09-17,0.56,2,250,8,
211291,Rental unit in Munich · ★4.52 · 1 bedroom · 2 beds · 1 bath,1041701,Renate,,Maxvorstadt,48.14614,11.54296,Entire home/apt,103,1,22,2022-11-30,0.16,1,0,2,
211374,Condo in Munich · ★4.79 · 1 bedroom · 2 beds · 1 shared bath,1049489,Sonja,,Tudering-Riem,48.13192,11.70239,Private room,101,1,192,2023-09-14,1.35,2,156,25,
212482,Rental unit in Munich · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,1018498,Karin,,Sendling,48.11954,11.54065,Private room,105,3,96,2023-05-01,0.66,1,114,8,
216529,Rental unit in Munich · ★4.75 · 1 bedroom · 1 bed · 1 bath,37354,Werner,,Au-Haidhausen,48.13072,11.59324,Entire home/apt,333,5,16,2023-06-18,0.15,1,177,5,
217148,Home in Munich · ★4.90 · 1 bedroom · 1 bed · 1 private bath,949953,Sybille,,Feldmoching-Hasenbergl,48.19329,11.53275,Private room,36,14,104,2023-09-09,0.71,2,101,8,
217313,Home in Munich · ★4.95 · 5 bedrooms · 7 beds · 3 baths,1122306,Manfred,,Sendling-Westpark,48.12735,11.51318,Entire home/apt,980,5,20,2022-10-29,0.15,1,312,3,
218360,Rental unit in Munich · 1 bedroom · 1 bed,1129202,Simon,,Schwabing-West,48.16255,11.57655,Private room,101,1,1,2012-06-18,0.01,1,179,0,
218860,Rental unit in Munich · ★4.86 · 2 bedrooms · 4 beds · 1 bath,1078978,Sylvia,,Berg am Laim,48.11953,11.64244,Entire home/apt,150,2,45,2023-07-02,0.34,1,288,6,
225421,Rental unit in Munich · ★4.37 · 1 bedroom · 1 bed · 1 bath,1174413,Marco,,Untergiesing-Harlaching,48.08084,11.55063,Entire home/apt,131,2,203,2023-09-19,1.39,1,352,26,
227106,Rental unit in Munich · ★4.72 · 1 bedroom · 1 bed · 1 bath,1041074,Kerstin,,Tudering-Riem,48.11064,11.70094,Entire home/apt,160,2,63,2023-07-15,0.47,1,217,11,
228867,Condo in Munich · ★4.50 · 1 bedroom · 2 beds · 1 bath,1041450,Werner,,Maxvorstadt,48.14468,11.56131,Entire home/apt,347,3,34,2023-05-01,0.36,6,350,1,
232430,Rental unit in Munich · ★4.82 · 1 bedroom · 2 beds · 1 bath,1171020,Hans-Martin,,Tudering-Riem,48.11636,11.6986,Entire home/apt,230,3,74,2023-07-26,0.51,1,311,8,
233119,Rental unit in Munich · 1 bedroom · 4 beds · 1 bath,1210398,Olivera,,Milbertshofen-Am Hart,48.17887,11.56708,Entire home/apt,80,28,0,,,4,20,0,
240218,Rental unit in Munich · ★4.75 · 1 bedroom · 1 bed · 1 private bath,1041362,Grazia,,Tudering-Riem,48.12775,11.7013,Private room,93,2,53,2023-06-11,0.39,1,256,3,
241375,Rental unit in Munich · ★4.86 · 2 bedrooms · 2 beds · 1.5 baths,1100623,Ray,,Altstadt-Lehel,48.13652,11.58869,Entire home/apt,75,10,65,2019-12-02,0.73,1,0,0,
243209,Home in Munich · 3 bedrooms · 1 bed · 1 bath,1040938,Ingrid,,Sendling-Westpark,48.11019,11.50695,Entire home/apt,90,360,0,,,1,0,0,
245670,Rental unit in Munich · ★4.64 · 1 bedroom · 2 beds · 1.5 baths,1293120,Marianne,,Ramersdorf-Perlach,48.09817886352539,11.610810279846191,Private room,70,3,22,2022-09-30,0.18,1,168,1,
252987,Rental unit in Munich · ★4.91 · 1 bedroom · 1 bed · 1 bath,1069562,Florian,,Schwabing-Freimann,48.15943,11.58208,Entire home/apt,199,2,35,2023-08-09,0.26,1,113,2,
254653,Rental unit in Munich · ★4.83 · 1 bedroom · 1 bed · 1 bath,1040971,Piet,,Maxvorstadt,48.14683,11.57861,Entire home/apt,99,90,24,2016-10-26,0.19,1,205,0,
266180,Place to stay in Munich · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,1395678,Frank Und Joachim,,Pasing-Obermenzing,48.15561,11.47189,Private room,62,1,181,2023-09-07,1.28,1,27,27,
278289,Rental unit in Munich · ★4.62 · 1 bedroom · 1 bed · 1 bath,1452765,Konstantin,,Schwabing-Freimann,48.19247,11.61328,Private room,80,3,75,2019-09-26,0.52,1,298,0,
280995,Rental unit in Munich · 1 bedroom · 7 beds · 1 bath,1210398,Olivera,,Milbertshofen-Am Hart,48.17877,11.56679,Entire home/apt,56,30,1,2020-10-31,0.03,4,109,0,
285938,Rental unit in Munich · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,1488030,Natalie,,Neuhausen-Nymphenburg,48.14658,11.53331,Private room,67,3,199,2023-09-22,1.43,3,62,13,
309196,Rental unit in Munich · ★4.92 · 1 bedroom · 1 bed · 1 bath,1057081,Martin,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08367,11.52772,Private room,58,21,27,2023-06-30,0.23,1,164,3,
309962,Rental unit in Munich · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,892631,Martina,,Sendling,48.1199,11.54645,Private room,130,2,58,2023-09-15,0.43,2,92,2,
311242,Rental unit in Munich · ★4.53 · Studio · 1 bed · 1 bath,1600843,Matt,,Obergiesing,48.11723,11.58942,Entire home/apt,200,90,119,2023-09-17,0.86,1,308,5,
315684,Rental unit in Munich · ★4.83 · 2 bedrooms · 5 beds · 1.5 baths,1621313,Regina,,Hadern,48.12917,11.48554,Entire home/apt,380,4,111,2023-08-14,1.14,6,232,16,
320196,Rental unit in Munich · ★4.90 · 1 bedroom · 2 beds · 1 private bath,1637920,Wolfger,,Ramersdorf-Perlach,48.09725,11.64717,Private room,80,4,80,2023-09-20,0.57,1,111,5,
321542,Loft in Munich · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,1646639,Walter,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09307,11.52147,Private room,48,21,35,2023-07-28,0.25,1,255,4,
406404,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,2024648,Tammy,,Schwabing-West,48.17723,11.58283,Entire home/apt,120,180,1,2012-11-17,0.01,4,212,0,
457004,Rental unit in Munich · ★5.0 · 2 bedrooms · 2 beds · 1 bath,1133913,Ando,,Tudering-Riem,48.11035,11.66568,Entire home/apt,85,2,4,2023-06-20,0.08,1,0,3,
473201,Rental unit in Munich · ★4.63 · 1 bedroom · 3 beds · 1 shared bath,2167620,Ute,,Au-Haidhausen,48.12943,11.60082,Private room,85,2,72,2023-08-03,0.52,1,131,2,
483093,Rental unit in Munich · ★4.81 · 1 bedroom · 4 beds · 1 bath,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09748,11.63993,Entire home/apt,300,2,192,2023-09-10,1.39,3,257,7,
485613,Rental unit in Munich · ★4.59 · 2 bedrooms · 2 beds · 1 bath,1488030,Natalie,,Neuhausen-Nymphenburg,48.14865,11.53318,Entire home/apt,445,2,55,2023-09-18,0.42,3,28,3,
505041,Rental unit in Munich · ★4.86 · 1 bedroom · 1 bed · 1 bath,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12446,11.56009,Entire home/apt,57,60,7,2022-04-30,0.05,2,252,0,
526430,Rental unit in Munich · ★4.79 · 1 bedroom · 2 beds · 1 shared bath,2587491,Edmond,,Sendling-Westpark,48.11461,11.53505,Private room,198,28,96,2023-07-09,0.71,1,310,14,
532047,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,1210398,Olivera,,Milbertshofen-Am Hart,48.1787,11.56812,Entire home/apt,50,30,2,2017-09-30,0.02,4,139,0,
532049,Rental unit in Munich · 1 bedroom · 2 beds · 1 bath,1210398,Olivera,,Milbertshofen-Am Hart,48.17877,11.56679,Entire home/apt,50,30,2,2020-08-31,0.02,4,94,0,
556122,Home in Munich · ★4.84 · 1 bedroom · 1 bed · 1 private bath,2735048,Pirkko,,Pasing-Obermenzing,48.15551,11.4699,Private room,120,2,209,2023-09-16,1.54,1,66,23,
574143,Rental unit in Munich · ★4.81 · 2 bedrooms · 3 beds · 1 shared bath,2825666,Veronika,,Neuhausen-Nymphenburg,48.14449,11.51333,Private room,40,2,128,2020-08-15,0.94,1,0,0,
577095,Rental unit in Munich · ★4.75 · 1 bedroom · 1 bed · 1 bath,2838170,Eugen,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0973,11.5102,Entire home/apt,62,85,57,2023-07-01,0.42,1,214,1,
609851,Rental unit in Munich · 1 bedroom · 1 bed · 2.5 baths,3024324,Christian,,Maxvorstadt,48.15561,11.56736,Entire home/apt,225,2,2,2018-06-08,0.02,1,58,0,
609895,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,2202209,Julia,,Schwabing-Freimann,48.16719,11.58906,Private room,100,3,0,,,1,242,0,
625551,Rental unit in Munich · ★4.46 · 1 bedroom · 1 bed · 2.5 shared baths,1909709,Gabriele,,Pasing-Obermenzing,48.1597,11.45158,Private room,39,1,68,2023-08-11,0.51,3,116,9,
633836,Loft in Munich · ★4.86 · 1 bedroom · 5 beds · 1 bath,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09789,11.63814,Entire home/apt,410,2,258,2023-08-19,1.93,3,257,13,
648368,Rental unit in Munich · ★4.72 · 1 bedroom · 2 beds · 1 bath,991735,Anja,,Laim,48.135440826416016,11.521140098571777,Entire home/apt,336,2,28,2022-09-22,0.23,3,3,0,
649493,Condo in Munich · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,949632,Sabine,,Schwabing-West,48.16392,11.56915,Private room,99,1,23,2023-09-21,0.17,2,356,5,
650265,Rental unit in Munich · ★4.69 · 1 bedroom · 1 bed · 1 bath,1027824,Kat,,Sendling,48.11295,11.54729,Entire home/apt,140,28,54,2023-08-22,0.40,1,135,7,
664050,Rental unit in Munich · ★4.92 · 1 bedroom · 1 bed · 1 bath,3353275,Babett,,Maxvorstadt,48.15506,11.57184,Private room,73,1,119,2023-08-05,0.89,1,72,5,
665482,Condo in Munich · ★4.48 · Studio · 1 bed · 1 bath,3363078,Eugen,,Bogenhausen,48.16755,11.63625,Entire home/apt,120,5,31,2018-09-27,0.23,1,54,0,
667321,Bed and breakfast in Munich · ★4.74 · 1 bedroom · 1 bed · 1 bath,3375789,Hannelore,,Pasing-Obermenzing,48.13126,11.47215,Private room,15,1,25,2017-06-01,0.19,1,0,0,
668844,Home in Munich · ★4.83 · 2 bedrooms · 1 bed · 1 shared bath,3385852,Anja,,Laim,48.13155,11.49591,Private room,61,3,53,2023-07-27,0.44,1,154,5,
669550,Rental unit in Munich · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,3390380,Alexander & Patrick,,Altstadt-Lehel,48.13469,11.58675,Private room,86,1,290,2023-09-21,2.16,1,144,4,
675433,Place to stay in Munich · 1 bedroom · 1 bed · 1 bath,3430900,Anke,,Sendling-Westpark,48.11836,11.53062,Private room,170,1,0,,,1,0,0,
683263,Rental unit in Munich · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,2882620,Anja,,Au-Haidhausen,48.12289,11.58519,Private room,111,90,54,2023-08-12,0.40,1,83,3,
684700,Condo in Munich · ★4.92 · 1 bedroom · 3 beds · 2 baths,3491203,Oliver  & Hanelore,,Ludwigsvorstadt-Isarvorstadt,48.13819,11.55466,Entire home/apt,298,2,53,2023-09-20,0.40,1,270,9,
691383,Rental unit in Munich · ★5.0 · 1 bedroom · 2 beds · 1 bath,1773186,Caroline & Tobias,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0926,11.53797,Entire home/apt,258,2,14,2023-08-25,0.10,3,3,1,
698064,Rental unit in Munich · ★4.74 · Studio · 2 beds · 1 bath,3577420,Dieter,,Maxvorstadt,48.15187,11.57975,Entire home/apt,214,4,69,2023-07-30,0.52,1,0,7,
700603,Rental unit in Munich · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,3593747,Beate,,Schwabing-Freimann,48.16782,11.58614,Private room,77,1,227,2022-10-30,1.70,1,143,4,
701005,Condo in Munich · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,3596598,Patrick,,Bogenhausen,48.14201,11.62044,Private room,127,1,281,2023-09-17,2.10,1,1,29,
701673,Townhouse in Munich · ★4.75 · 1 bedroom · 1 bed · 1.5 shared baths,3601541,Christel,,Ramersdorf-Perlach,48.11806,11.62966,Private room,30,2,256,2023-09-09,1.93,1,37,38,
702583,Rental unit in Munich · ★4.96 · 1 bedroom · 1 bed · 1 bath,3605832,Visit,,Ludwigsvorstadt-Isarvorstadt,48.12059,11.55908,Entire home/apt,177,2,94,2023-09-18,0.95,1,305,3,
705120,Rental unit in Munich · ★4.33 · 1 bedroom · 1 bed · 1 bath,291856,John,,Au-Haidhausen,48.13484,11.59489,Entire home/apt,185,2,40,2023-09-16,0.30,1,357,6,
706874,Rental unit in Munich · ★4.74 · 1 bedroom · 1 bed · 1 private bath,3633050,Kornelia,,Sendling,48.12345,11.54591,Private room,80,1,44,2018-11-26,0.33,2,231,0,
710489,Loft in Munich · ★4.77 · 1 bedroom · 2 beds · 1 bath,3657089,Marc,,Altstadt-Lehel,48.13898,11.57606,Entire home/apt,479,5,144,2023-08-24,1.08,1,285,13,
710884,Rental unit in Munich · ★4.33 · 2 bedrooms · 5 beds · 1 bath,3671733,Christine,,Schwabing-West,48.15958,11.56781,Entire home/apt,89,1,125,2022-09-05,1.05,2,99,0,
710990,Rental unit in Munich · ★4.83 · 1 bedroom · 2 beds · 1 bath,3659164,William,,Pasing-Obermenzing,48.14634,11.45755,Private room,68,1,73,2023-09-19,0.55,1,302,10,
713391,Rental unit in Munich · ★4.19 · Studio · 7 beds · 1 bath,3671733,Christine,,Schwabing-West,48.16299,11.56826,Entire home/apt,350,1,45,2023-08-31,0.37,2,308,4,
717444,Rental unit in Munich · ★5.0 · 1 bedroom · 1 bed · 1 bath,3633050,Kornelia,,Sendling,48.12383,11.54762,Private room,80,1,30,2018-10-09,0.22,2,205,0,
740948,Rental unit in Munich · ★4.92 · 1 bedroom · 1 bed · 1 bath,3876973,Katharina,,Altstadt-Lehel,48.13988,11.57701,Entire home/apt,271,28,75,2023-06-27,0.58,1,23,4,
751730,Home in Munich · 1 bedroom · 3 beds · 1 bath,3952627,Leo,,Pasing-Obermenzing,48.16922,11.48143,Private room,55,3,0,,,1,0,0,
759516,Condo in Munich · ★4.83 · 1 bedroom · 1 bed · 1 bath,4003331,Barbara,,Schwabing-West,48.17163,11.56143,Entire home/apt,168,4,7,2023-08-21,0.07,1,157,6,
763520,Rental unit in Munich · ★4.84 · 1 bedroom · 2 beds · 1 bath,4024965,Ingrid & Nadi,,Schwanthalerhöhe,48.13768,11.54852,Entire home/apt,49,90,27,2023-08-06,0.21,2,202,1,
776900,Condo in Munich · ★5.0 · 1 bedroom · 2 beds · 1 bath,3704139,Toni,,Sendling-Westpark,48.11486,11.50564,Entire home/apt,289,3,10,2023-09-19,0.08,2,144,1,
779667,Rental unit in Munich · ★4.91 · 1 bedroom · 2 beds · 1 bath,971744,Annette & Vanessa,,Maxvorstadt,48.15267,11.56491,Entire home/apt,363,3,353,2023-09-19,3.54,1,218,65,
794888,Rental unit in Munich · ★4.96 · 1 bedroom · 2 beds · 1 bath,1591218,Thomas,,Schwanthalerhöhe,48.13779,11.54187,Entire home/apt,330,3,26,2023-09-18,0.20,1,0,2,
807951,Home in Munich · ★4.87 · 2 bedrooms · 5 beds · 1 bath,4250955,Inge,,Berg am Laim,48.1225,11.62644,Entire home/apt,110,6,107,2023-08-20,0.83,1,235,9,
