id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
97945,Deluxw-Apartm. with roof terrace,517685,Angelika,,Hadern,48.11492,11.48954,Entire home/apt,80,2,129,2019-10-03,0.94,2,25,0,
114695,Apartment Munich/East with sundeck,581737,Stephan,,Berg am Laim,48.12071,11.63758,Entire home/apt,95,2,55,2022-09-20,0.39,2,147,2,
127383,City apartment next to Pinakothek,630556,Sonja,,Maxvorstadt,48.15199,11.56482,Entire home/apt,120,3,107,2022-06-14,0.76,1,0,5,
159634,"Fancy, bright central roof top flat and homeoffice",765694,Susana,,Pasing-Obermenzing,48.13855,11.46586,Entire home/apt,52,5,38,2022-12-15,0.27,1,2,4,
321542,Absolute quiet room,1646639,Walter,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09307,11.52147,Private room,42,14,32,2022-10-31,0.24,1,331,5,
170154,"Own floor & bath, parking & breakfast",108297,Alex,,Sendling-Westpark,48.10814,11.52733,Private room,70,3,521,2022-11-28,3.80,1,99,25,
1518352,Cosy Apartment in Munich,8104861,Isabel,,Au-Haidhausen,48.13336,11.60337,Entire home/apt,85,3,162,2022-12-21,2.25,1,254,35,
170815,Your own flat near central station!,814793,Inge,,Neuhausen-Nymphenburg,48.16071,11.54314,Entire home/apt,65,3,64,2020-02-18,0.46,1,0,0,
1518980,romantic bedroom with fourposterbed,7819546,Helena,,Au-Haidhausen,48.1279,11.60257,Private room,88,2,132,2022-11-01,1.17,1,71,53,
172672,Cozy guest room in high-end flat.,823913,Karin,,Schwabing-West,48.16341,11.56366,Private room,49,1,224,2022-05-22,2.13,2,0,9,
1536195,Flat in funky lil'Glass house,8192308,Cornelius,,Milbertshofen-Am Hart,48.18236,11.57986,Entire home/apt,105,14,14,2018-09-29,0.14,1,270,0,
392399,"Sunny room, private bathroom and roof top terrace",1962150,Christa,,Sendling,48.11397,11.54844,Private room,68,2,92,2019-11-29,0.71,1,0,0,
179640,GREEN OASIS near center & tradefair,860212,Ingrid,,Bogenhausen,48.14453,11.63769,Private room,35,2,50,2020-02-29,0.37,1,283,0,
183634,munich all-inclusive camping,880705,Toby,,Allach-Untermenzing,48.17532,11.44526,Shared room,50,1,1,2022-09-25,0.31,1,365,1,
406404,Holiday Flat in Munich Schwabing,2024648,Tammy,,Schwabing-West,48.17723,11.58283,Entire home/apt,120,180,1,2012-11-17,0.01,4,331,0,
1537237,Dream in Trudering,8196705,Franziska,,Tudering-Riem,48.11508,11.68651,Private room,56,1,85,2022-11-30,0.75,1,359,22,
186596,2-room-flat in central location,910486,Hatice,,Au-Haidhausen,48.12008,11.57725,Shared room,82,1,163,2020-01-02,1.25,2,198,0,
1553501,Stilvolle Neubauwohnung mit Grill-Loggia,8272756,Sebastian,,Schwabing-West,48.17526,11.58072,Entire home/apt,199,3,53,2022-06-15,0.49,1,2,1,
1560042,Frisch und freundlich in weiß-rot,1909709,Gabriele,,Pasing-Obermenzing,48.1597,11.45158,Private room,38,1,40,2022-10-16,0.35,3,182,5,
483093,cozy-apartment - *WLAN* PARKING,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09748,11.63993,Entire home/apt,75,2,185,2022-09-18,1.44,3,268,16,
187359,Charming apartment near City Center,901209,Christian,,Neuhausen-Nymphenburg,48.15638,11.53935,Private room,95,2,38,2022-10-29,0.28,1,89,6,
485613,Artsy Altbauwohnung im Zentrum Münchens,1488030,Natalie,,Neuhausen-Nymphenburg,48.14865,11.53318,Entire home/apt,110,4,52,2022-05-30,0.43,2,71,1,
1576125,Quiet and Relaxing Room with own Bath,8378646,Ralf,,Allach-Untermenzing,48.17912,11.46728,Private room,38,1,38,2019-10-19,0.56,2,0,0,
1576417,Quiet and Relaxing Rooms with own Bath for 3People,8378646,Ralf,,Allach-Untermenzing,48.18063,11.46759,Private room,44,1,58,2020-01-19,0.90,2,0,0,
187386,"bedroom, with 2 single beds and tv",901512,Janine,,Berg am Laim,48.12031,11.62787,Private room,59,2,17,2022-08-28,0.12,2,96,1,
189551,Beautiful Attic Floor Dwelling,914449,Peter,,Schwanthalerhöhe,48.13592,11.54427,Entire home/apt,303,3,375,2022-12-17,2.79,2,348,16,
1583637,Comfortable & next to the Oktoberfest,3664843,Florian,,Ludwigsvorstadt-Isarvorstadt,48.13296,11.55499,Private room,69,2,150,2022-10-03,1.49,1,0,20,
1585526,Tolle Altbauwohnung nahe Theresienwiese,7680306,Katharina,,Schwanthalerhöhe,48.1385,11.52979,Private room,235,3,4,2018-11-15,0.05,2,365,0,
1591094,"geräumig, freundlich, hell, blau",1909709,Gabriele,,Pasing-Obermenzing,48.1597,11.45158,Private room,39,1,41,2022-12-15,0.37,3,0,3,
502791,Relaxen im Apartment Fasangarten.,1293120,Marianne,,Ramersdorf-Perlach,48.09888,11.61023,Private room,45,3,58,2022-12-26,0.50,1,109,27,
189582,CLASSY APARTMENT in Munich,914564,Christiane,,Bogenhausen,48.15556,11.64903,Private room,26,30,14,2022-07-31,0.11,1,0,1,
505041,centrally quiet 2 pieces flat 01.01.-30.april.22,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12446,11.56009,Entire home/apt,43,60,7,2022-04-30,0.06,2,106,1,
189606,"Nice apartment near river ""Isar""",914691,Klaus,,Au-Haidhausen,48.126277923583984,11.579534530639648,Entire home/apt,65,2,211,2022-11-28,1.54,2,301,30,
526430,"Room near OCTOBERFEST, free WLAN, free Parking",2587491,Edmond,,Sendling-Westpark,48.11461,11.53505,Private room,92,1,91,2022-11-13,0.72,1,331,19,
190383,WOW! direct binding to trade fairs,919644,Christine,,Berg am Laim,48.12424,11.63186,Private room,33,2,162,2022-11-27,1.24,1,118,12,
1593284,Mollies- Zimmer in schicker WG,8498436,Elke,,Ramersdorf-Perlach,48.11678,11.60533,Private room,29,7,60,2021-04-16,0.53,2,47,0,
1593971,Leos  - Zimmer in schicker WG,8498436,Elke,,Ramersdorf-Perlach,48.11708,11.60471,Private room,35,3,76,2022-10-28,0.72,2,96,5,
190653,Pretty and renovated apartment,919917,Werner,,Ludwigsvorstadt-Isarvorstadt,48.12951,11.56103,Entire home/apt,86,2,192,2022-11-03,1.47,1,307,21,
532047,"Nice, comfortable Studio w. balcony",1210398,Olivera,,Milbertshofen-Am Hart,48.1787,11.56812,Entire home/apt,50,30,2,2017-09-30,0.02,4,57,0,
532049,Beautifully furnished 1-room Studio,1210398,Olivera,,Milbertshofen-Am Hart,48.17877,11.56679,Entire home/apt,50,30,2,2020-08-31,0.03,4,146,0,
191405,Single Apartment in Central Munich,925836,Esther,,Au-Haidhausen,48.12204,11.58064,Entire home/apt,85,2,20,2018-04-23,0.15,1,41,0,
548958,"White Room & Bathroom,  Messe Riem",1157644,Eva,,Tudering-Riem,48.10904,11.68701,Private room,49,210,16,2019-10-31,0.13,3,0,0,
556122,Ruhiges Gartenzimmer,2735048,Pirkko,,Pasing-Obermenzing,48.15551,11.4699,Private room,55,2,193,2022-10-30,1.52,1,0,29,
1596778,Quiet room in the West of Munich,8509811,Constanze,,Allach-Untermenzing,48.19147,11.45172,Private room,120,1,0,,,1,365,0,
1597701,Munich - cozy room! city center,5267428,Benjamin,,Obergiesing,48.1155,11.58079,Private room,79,2,255,2022-12-10,2.26,1,28,29,
191535,City apartment in running distance to Oktoberfest,926189,Marco,,Sendling,48.11647,11.54049,Private room,400,3,8,2022-10-02,0.15,1,0,2,
574143,Wohnen am Hirschgarten - Neuhausen,2825666,Veronika,,Neuhausen-Nymphenburg,48.14449,11.51333,Private room,40,2,128,2020-08-15,1.01,1,34,0,
191602,Apartment in the center - Glockenbachviertel,926985,Dunni,,Ludwigsvorstadt-Isarvorstadt,48.1267,11.57033,Entire home/apt,78,3,54,2022-10-02,0.40,1,4,4,
1598100,Cozy accomodation in a shared room / entire acc,8519979,Ankit,,Pasing-Obermenzing,48.14715,11.46045,Shared room,263,1,1,2016-04-15,0.01,1,179,0,
192933,Artist's Studio Glockenbach area,934964,Andreas,,Ludwigsvorstadt-Isarvorstadt,48.1295,11.56788,Shared room,100,3,83,2022-11-19,0.61,1,144,18,
193463,* Munich-Schwabing-  super-central & clean -room*,938552,Gabriele,,Maxvorstadt,48.15527,11.5717,Private room,68,3,201,2022-12-12,1.55,2,168,23,
1603105,Okoberfest langes WE Anfang Oktober,8542422,Olivia,,Milbertshofen-Am Hart,48.18311,11.56932,Entire home/apt,240,3,0,,,1,365,0,
1605615,"Central, bright & modern (+balcony)",8553314,Matthias,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10417,11.54607,Private room,56,20,154,2022-10-30,1.46,1,351,8,
577095,Apartment on South Park Munich,2838170,Eugen,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0973,11.5102,Entire home/apt,62,85,56,2022-06-20,0.45,1,181,1,
609851,Luxury 3 room flat close to Olympiapark,3024324,Christian,,Maxvorstadt,48.15561,11.56736,Entire home/apt,200,5,2,2018-06-08,0.03,1,244,0,
625551,Grünes Ambiente in ruhiger Wohnlage,1909709,Gabriele,,Pasing-Obermenzing,48.1597,11.45158,Private room,39,1,62,2022-10-04,0.49,3,210,11,
633836,!Sunny Nice Apartment *60m²-Loft* !,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09789,11.63814,Entire home/apt,74,2,248,2022-12-11,1.98,3,268,20,
193477,"* Munich- Schwabing,  very pretty mini room *",938552,Gabriele,,Maxvorstadt,48.15441,11.57037,Private room,57,3,96,2022-11-25,1.17,2,22,22,
194533,Traumhaftes Ambiente - Neuhausen,944911,Anke,,Neuhausen-Nymphenburg,48.1495,11.54115,Entire home/apt,120,1,55,2022-10-03,0.40,1,331,3,
636007,furnished 2-bedr rooftop apartment,3170396,Johannes,,Schwabing-Freimann,48.17228,11.59386,Entire home/apt,130,186,17,2014-10-10,0.14,1,362,0,
1606779,Cosy Apartment at Residencial City Center,8559289,Linus,,Milbertshofen-Am Hart,48.17194,11.55995,Entire home/apt,50,2,55,2022-10-03,0.49,1,0,1,
195293,Stylish Apartment No.24,949632,Sabine,,Schwabing-West,48.16438,11.56853,Private room,45,30,67,2022-09-15,0.53,1,141,3,
648368,Close to Oktoberfest!,991735,Anja,,Laim,48.135440826416016,11.521140098571777,Entire home/apt,186,2,28,2022-09-22,0.25,3,0,2,
195371,Souterrain for Sigle or Couple,949953,Sybille,,Feldmoching-Hasenbergl,48.19459,11.53297,Private room,38,19,39,2022-12-24,0.84,2,90,17,
664050,bright and cosy room; central,3353275,Babett,,Maxvorstadt,48.15506,11.57184,Private room,41,1,115,2022-10-27,0.92,1,53,4,
1607724,65m² in the Heart of Munich,6667825,Toby,,Ludwigsvorstadt-Isarvorstadt,48.13352,11.57866,Entire home/apt,120,2,35,2020-03-02,0.33,2,0,0,
195388,apartment for 4 people,949998,Ingrid Und Jo,,Ramersdorf-Perlach,48.10026,11.6068,Entire home/apt,101,2,240,2022-12-18,1.75,1,295,37,
195444,Modern room in ancient building,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.12279,11.56028,Private room,79,3,222,2022-11-16,1.62,2,242,33,
667321,A small guest room in a big house,3375789,Hannelore,,Pasing-Obermenzing,48.13126,11.47215,Private room,15,1,25,2017-06-01,0.20,1,0,0,
195452,DOWNTOWN 1aFlat in ancient building,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.12103,11.5605,Entire home/apt,95,10,17,2022-08-31,0.13,2,118,2,
196127,huge room in the heart of Munich,954566,Talia,,Ludwigsvorstadt-Isarvorstadt,48.13198,11.57579,Private room,62,2,102,2022-12-11,0.74,1,0,4,
668844,wonderful attic near Oktoberfest,3385852,Anja,,Laim,48.13155,11.49591,Private room,50,3,50,2022-10-02,0.44,1,163,6,
1608496,Flat -5 mins walking to Octoberfest,8567254,Nina,,Schwanthalerhöhe,48.1356,11.54227,Entire home/apt,166,3,24,2019-09-30,0.21,1,0,0,
196265,Cosy City Apartment with Balcony,14870835,Dominik,,Au-Haidhausen,48.12094,11.57697,Entire home/apt,65,7,76,2022-10-06,0.58,1,31,8,
197197,"Quiet room, own bath + entrance, 20 min to center",961042,Michael,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08972,11.51393,Private room,48,2,244,2022-12-08,1.78,1,51,7,
1611135,Billiger Zimmer München,8579369,Kelen,,Schwabing-Freimann,48.19002,11.61537,Private room,60,2,4,2022-10-04,0.05,3,177,1,
1611141,Billiger Zimmer München 2,8579369,Kelen,,Schwabing-Freimann,48.19086,11.61572,Private room,60,2,9,2022-08-27,0.11,3,8,3,
1611722,Billiger Schlafzimmer im München,8579369,Kelen,,Schwabing-Freimann,48.1892,11.61643,Private room,60,2,13,2019-01-23,0.12,3,36,0,
669550,Cosy room in the heart of Munich,3390380,Alexander & Patrick,,Altstadt-Lehel,48.13469,11.58675,Private room,66,1,289,2022-10-02,2.31,1,1,13,
198942,Charming quiet room near Michaelipark,971759,Anna C,,Berg am Laim,48.1177,11.64272,Private room,55,2,114,2022-12-05,0.88,2,85,20,
675433,WG-Zimmer in cooler 4er WG,3430900,Anke,,Sendling-Westpark,48.11836,11.53062,Private room,170,1,0,,,1,365,0,
1632001,Schwabing Living,8670952,Stefan,,Schwabing-West,48.16276,11.57783,Entire home/apt,160,5,7,2022-11-18,0.06,1,4,5,
198990,Wohnen am Schloss Nymphenburg,959791,Heidrun,,Neuhausen-Nymphenburg,48.15797,11.51046,Entire home/apt,62,180,15,2022-07-12,0.11,1,144,3,
1632238,Nice apartment in Munich!,8671232,Paul,,Neuhausen-Nymphenburg,48.15998,11.52576,Entire home/apt,43,90,36,2022-02-15,0.32,1,42,1,
681296,Central Oktoberfest-Stay + Feelgood Factor,695911,Ckonny,,Maxvorstadt,48.14498,11.56475,Private room,221,2,86,2022-10-06,0.69,2,0,8,
199066,COMFORTABLE ATTIC FLOOR DWELLING,972246,Cordula,,Untergiesing-Harlaching,48.09092,11.56088,Private room,80,1,384,2022-11-27,2.80,1,256,41,
199099,cosy little aparment central in Munich,972392,Ingrid,,Obergiesing,48.11511,11.59193,Entire home/apt,80,6,9,2022-10-25,0.53,1,179,6,
681769,Top location! - 2-room apt in Schwabing,3471996,Benedikt,,Schwabing-West,48.16217,11.57219,Entire home/apt,580,7,24,2019-02-23,0.19,1,0,0,
1634302,WG-Zimmer zum Oktoberfestwochenende,8681679,Johannes,,Pasing-Obermenzing,48.14342,11.44839,Private room,127,1,0,,,1,365,0,
199189,Ideal for Fair guests,972712,Michael,,Bogenhausen,48.16025,11.64836,Private room,40,1,52,2022-11-06,0.40,4,0,19,
199256,Nice room in super central location,972992,Heide,,Maxvorstadt,48.15017,11.56221,Private room,32,3,272,2022-12-28,2.18,1,222,29,
684700,HIGH-CLASS 2-RoomApartm,3491203,Oliver  & Hanelore,,Ludwigsvorstadt-Isarvorstadt,48.13819,11.55466,Entire home/apt,298,2,51,2022-11-13,0.41,1,343,16,
199797,5 min. close to ENGLISCHER GARTEN,976495,Brigitte,,Schwabing-Freimann,48.16618,11.58973,Entire home/apt,90,3,48,2022-12-14,0.35,1,179,6,
1637127,Nice room in a quiet 2-room Apartment.. 2 beds,8694541,Jan,,Milbertshofen-Am Hart,48.18479,11.56438,Private room,52,1,448,2022-12-05,5.43,1,325,81,
199828,LUXUS PUR! Exklusives Appartement,976581,Gisela,,Maxvorstadt,48.15115,11.57403,Entire home/apt,80,92,0,,,2,290,0,
199840,Cheerful room in beautiful house,976629,Roswitha,,Tudering-Riem,48.11712,11.67722,Private room,53,1,49,2022-10-31,0.38,1,309,4,
1639990,Zimmer mit eigenem Bad - messenah,5113477,Manfred Und Hilda,,Bogenhausen,48.15024,11.63468,Private room,66,2,40,2022-12-11,0.35,1,4,6,
199843,Exclusive und trendige 3-Zi-Whng.,976581,Gisela,,Maxvorstadt,48.15054,11.57591,Entire home/apt,140,90,0,,,2,212,0,
199850,Sunny room ideal for Octoberfest or intern. fairs,971759,Anna C,,Berg am Laim,48.11864,11.64054,Private room,118,2,32,2022-10-27,0.23,2,34,3,
199922,"3-room apartment, centrally located",976981,Ingeborg,,Milbertshofen-Am Hart,48.18554,11.56936,Entire home/apt,98,20,22,2022-12-15,0.31,1,39,3,
698064,Top Location at the University,3577420,Dieter,,Maxvorstadt,48.15187,11.57975,Entire home/apt,99,2,66,2022-11-29,0.53,1,6,11,
200782,Happy room for happy responsible  Cohousing,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12541,11.55147,Private room,189,12,19,2022-09-27,0.14,4,268,5,
700603,"Ladies (or couples) only, please!",3593747,Beate,,Schwabing-Freimann,48.16782,11.58614,Private room,47,1,227,2022-10-30,1.82,1,2,14,
701005,Quiet area but short way to city,3596598,Patrick,,Bogenhausen,48.14201,11.62044,Private room,44,1,261,2022-12-09,2.09,1,4,31,
1642680,QuiteRoomCloseToMunich´sCenter,8720421,Norbert,,Sendling,48.11606,11.55044,Private room,45,120,8,2017-07-05,0.07,1,152,0,
1648891,Room - Heart of Munich,3074606,Julius,,Maxvorstadt,48.15344,11.5759,Private room,850,300,0,,,1,364,0,
1651743,2 Room App. near Viktualienmarkt,2024648,Tammy,,Ludwigsvorstadt-Isarvorstadt,48.13204,11.57856,Entire home/apt,134,90,2,2018-06-14,0.03,4,274,0,
200785,"Happy Double, central, green,",982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12598,11.55346,Private room,189,1,20,2022-08-04,0.15,4,269,3,
200791,"Happy cosy room, 3 Stops to Center",982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12407,11.55299,Private room,189,1,22,2022-12-11,0.16,4,270,5,
200795,"Beautiful room in central location, longterm",982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.124,11.55192,Private room,189,3,13,2022-10-17,0.10,4,179,7,
201694,"Cozy and bright, kitchen, bathroom, bedroom",987114,Christine,,Ramersdorf-Perlach,48.11322,11.62443,Private room,55,2,15,2022-12-28,2.36,1,96,15,
1653116,Entire Studio in Maxvorstadt - central & calm,4339032,Semra,,Schwabing-West,48.16028,11.56228,Entire home/apt,84,2,17,2022-11-15,0.33,1,2,7,
701673,Small room in a cosy house,3601541,Christel,,Ramersdorf-Perlach,48.11806,11.62966,Private room,28,2,228,2022-12-15,1.84,1,35,36,
703539,"Golden Room,1.floor, near Fair Riem",1157644,Eva,,Tudering-Riem,48.10535,11.70017,Private room,40,180,17,2019-04-13,0.14,3,0,0,
202055,"10 min to the center, quiet, cosy",988620,Melita,,Neuhausen-Nymphenburg,48.15883,11.54617,Private room,50,3,234,2022-09-05,1.72,2,96,5,
1654425,Attic apartment with own bathroom near subway,4073746,Friederike,,Untergiesing-Harlaching,48.10398,11.57862,Entire home/apt,80,3,228,2022-12-11,2.52,2,69,34,
202077,"tiny but fine, 10 min to the center",988620,Melita,,Neuhausen-Nymphenburg,48.15865,11.54134,Private room,50,3,80,2022-09-12,0.58,2,98,4,
705120,Mini Loft Munich Central Location !,291856,John,,Au-Haidhausen,48.13484,11.59489,Entire home/apt,155,3,35,2022-10-29,0.28,1,365,3,
202489,Oktoberfest Apt. - near city center,991735,Anja,,Untergiesing-Harlaching,48.1074104309082,11.572239875793457,Entire home/apt,159,2,26,2022-10-02,0.21,3,0,2,
205381,Classic building apartment at Prinzregentenplaz,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,139,1,494,2022-12-27,3.76,10,183,83,
1658891,Zentrale Wohnung München,8791794,Markus,,Altstadt-Lehel,48.14206,11.58371,Entire home/apt,50,20,6,2019-06-30,0.05,1,0,0,
1659452,COSY Flat 5 min to the Oktoberfest,8460530,Danny,,Schwanthalerhöhe,48.13708,11.53817,Entire home/apt,164,2,18,2022-09-27,0.20,1,0,2,
205393,Comfortable apartment with self-check-in.,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,68,1,435,2022-12-19,3.41,10,153,70,
205401,Modern apartment with self-check-in.,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,89,1,642,2022-12-26,4.89,10,183,96,
205415,Family apartment in best location,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,98,1,596,2022-12-23,4.68,10,162,89,
205431,New York style apartment in Munich,1009438,Alex,,Schwanthalerhöhe,48.13661,11.53075,Entire home/apt,99,1,709,2022-12-21,5.27,10,140,95,
206288,"modern, bright & quiet in Giesing",1014517,Emmanuel,,Obergiesing,48.11008,11.59345,Entire home/apt,120,10,65,2022-12-16,0.51,1,123,25,
1660844,Schöne Wohnung 15min. bis zum Oktoberfest,8249906,Thomas,,Au-Haidhausen,48.1289,11.58561,Private room,195,2,0,,,1,0,0,
1666171,Next to Oktoberfest Central Munich,8825230,Kate,,Schwanthalerhöhe,48.13234,11.54078,Entire home/apt,73,2,36,2022-11-30,0.34,1,167,10,
706874,Schöne Unterkunft für's Oktoberfest,3633050,Kornelia,,Sendling,48.12345,11.54591,Private room,80,1,44,2018-11-26,0.35,2,0,0,
709539,"Apartment 15 Min. bis Stadtzentrum, ideal gelegen",3650890,Zdravko,,Ramersdorf-Perlach,48.10905,11.60136,Entire home/apt,47,3,2,2012-12-23,0.02,1,266,0,
207713,Penthouse 10 min Munich City Centre,1022468,John,,Neuhausen-Nymphenburg,48.15105,11.53687,Entire home/apt,79,6,75,2022-07-23,0.58,1,116,1,
710489,Luxury loft next to Marienplatz,3657089,Marc,,Altstadt-Lehel,48.13898,11.57606,Entire home/apt,220,5,133,2022-10-17,1.07,1,315,13,
210348,one  quiet nice room in a condo in central munich,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12401,11.56119,Private room,55,2,73,2022-10-26,0.57,2,314,9,
710604,"Chic Suite Schwabing, FREEBreakfast",3671733,Christine,,Schwabing-West,48.15938,11.56753,Entire home/apt,68,1,27,2022-12-15,0.24,2,346,8,
211291,GOOD PRICE - IDEAL LOCATION!,1041701,Renate,,Maxvorstadt,48.14614,11.54296,Entire home/apt,103,1,22,2022-11-30,0.17,1,0,3,
710990,Nice Apartment Munich/Pasing,3659164,William,,Pasing-Obermenzing,48.14634,11.45755,Private room,68,1,66,2022-12-16,0.53,1,165,13,
713391,MUNICH-SCHWABING  2 Rooms  1 Price,3671733,Christine,,Schwabing-West,48.16299,11.56826,Entire home/apt,68,1,43,2022-11-05,0.38,2,347,4,
717444,Zu Fuß zum Oktoberfest!!!,3633050,Kornelia,,Sendling,48.12383,11.54762,Private room,80,1,30,2018-10-09,0.24,2,0,0,
1666402,Beautiful Old-style apartment in Schwabing,5236378,Oliver,,Schwabing-Freimann,48.16708,11.5905,Private room,86,2,36,2022-11-16,0.33,1,338,10,
211374,Close to trade fair center Riem and subway U2,1049489,Sonja,,Tudering-Riem,48.13192,11.70239,Private room,62,2,172,2022-11-17,1.29,2,118,20,
212482,Nice Room-10min Walk to Octoberfest,1018498,Karin,,Sendling,48.11954,11.54065,Private room,38,3,93,2022-11-15,0.68,1,152,10,
1666610,"BAUMA Munich 2022, 3 separate rooms, fits 6 people",8042469,Jochen,,Feldmoching-Hasenbergl,48.21806,11.54237,Private room,69,3,2,2015-06-25,0.02,7,20,0,
728525,Room in Munich,3779542,Alfred,,Ludwigsvorstadt-Isarvorstadt,48.12932,11.57239,Private room,150,6,0,,,1,365,0,
216529,"Charming, central, quiet 2.5 room flat Haidhausen",37354,Werner,,Au-Haidhausen,48.13072,11.59324,Entire home/apt,169,5,13,2022-11-20,0.13,1,177,4,
740948,Living at Munich Viktualienmarkt,3876973,Katharina,,Altstadt-Lehel,48.13988,11.57701,Entire home/apt,204,28,72,2022-10-24,0.60,1,173,4,
1667717,Royal Living,2015792,Kamyar,,Schwabing-West,48.16094,11.57937,Entire home/apt,76,1,4,2019-10-07,0.08,1,0,0,
1669151,Comfortable Apartment at an excellent location,8824186,Ibrahim,,Ludwigsvorstadt-Isarvorstadt,48.12558,11.5502,Entire home/apt,189,3,7,2022-10-31,0.11,1,0,3,
217148,"ruhiges helles Zi, verkehrsgünstig",949953,Sybille,,Feldmoching-Hasenbergl,48.19329,11.53275,Private room,39,14,99,2022-11-30,0.72,2,82,14,
217313,Munich city house +garden near “Westpark”!,1122306,Manfred,,Sendling-Westpark,48.12735,11.51318,Entire home/apt,850,5,20,2022-10-29,0.16,1,338,3,
751730,Villa München - Obermenzing,3952627,Leo,,Pasing-Obermenzing,48.16922,11.48143,Private room,55,3,0,,,1,0,0,
218080,Modern apartment in Haidhausen,1041175,Jakob,,Au-Haidhausen,48.12356,11.5955,Entire home/apt,120,180,48,2022-07-01,0.54,1,87,1,
1671501,"Guest room, 2 stops from Messe",8455323,Tina,,Berg am Laim,48.1287,11.65576,Private room,85,1,47,2022-11-19,0.42,1,350,8,
218860,nice apartment near fairground,1078978,Sylvia,,Berg am Laim,48.11953,11.64244,Entire home/apt,150,2,41,2022-10-31,0.33,1,326,8,
1674377,Gemütliches Privatzimmer im DG mit sep. Bad,8862360,Daniela,,Tudering-Riem,48.11646,11.68853,Private room,110,3,30,2022-10-30,0.44,1,238,5,
759516,Appartment am Olympiapark,4003331,José,,Schwabing-West,48.17163,11.56143,Entire home/apt,95,4,1,2015-09-18,0.01,1,328,0,
221777,"Close to Octoberfest, but quiet!",1133538,Marlies,,Maxvorstadt,48.15172,11.5604,Entire home/apt,69,1,22,2019-10-27,0.20,1,0,0,
763520,optimal and central apartment,4024965,Ingrid & Nadi,,Schwanthalerhöhe,48.13768,11.54852,Entire home/apt,49,90,26,2014-09-29,0.22,2,257,0,
1675536,Little Oasis in Munich,8866639,Katharina,,Sendling,48.11951,11.54167,Entire home/apt,149,2,23,2019-12-24,0.21,1,0,0,
222924,"Blue Room,1. Floor, Messe Riem",1157644,Eva,,Tudering-Riem,48.10496,11.69867,Private room,40,90,36,2020-10-30,0.26,3,0,0,
225421,Very quiet apartment in a peaceful city quarter,1174413,Marco,,Untergiesing-Harlaching,48.08084,11.55063,Entire home/apt,76,2,186,2022-12-11,1.36,1,360,29,
776900,BEAUTIFUL GARDEN MAISONETTE NEAR CITY CENTER,3704139,Toni,,Sendling-Westpark,48.11486,11.50564,Entire home/apt,130,5,9,2018-06-09,0.08,2,90,0,
779667,Modern flat nearby the subway,971744,Annette & Vanessa,,Maxvorstadt,48.15267,11.56491,Entire home/apt,138,3,307,2022-12-27,3.38,1,268,60,
227106,Modern and quiet apartment,1041074,Kerstin,,Tudering-Riem,48.11064,11.70094,Entire home/apt,85,2,59,2022-12-01,0.47,1,349,13,
807951,"Holydayhouse near city,near Messe",4250955,Inge,,Berg am Laim,48.1225,11.62644,Entire home/apt,110,6,98,2022-08-21,0.82,1,275,3,
1677659,Homely Apartment in Top Location,8876094,Christian,,Maxvorstadt,48.15469,11.56922,Entire home/apt,150,2,10,2022-09-19,0.10,1,362,4,
227892,"Room at Trade Fair - own entrance, kitchen, bath",1188789,Caro + Tilman,,Tudering-Riem,48.12988,11.7017,Private room,50,3,60,2022-10-29,0.45,1,12,1,
1680894,Gemütliche kleine Wohnung(34qm) Isarnah - Citylage,8890616,Alexa,,Untergiesing-Harlaching,48.11518,11.56849,Entire home/apt,120,1,34,2021-10-25,0.42,1,288,0,
820826,Zimmer in Traumwohnung für Tänzer,4310718,Christine,,Au-Haidhausen,48.12724,11.60218,Private room,55,6,163,2022-11-30,1.33,1,26,35,
837679,Sunny 2-room apartment in Sendling,4377657,Martina,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10049,11.53181,Entire home/apt,47,180,23,2022-03-31,0.19,1,177,1,
910680,CHARMING LOVESOME ALTBAU KAISERSTR!,211657,Jasmin,,Schwabing-West,48.16025,11.57744,Entire home/apt,129,2,1,2014-12-14,0.01,1,306,0,
